row_index,field,old_value,new_value,rule,reason
833,reasoning,WHERE equality for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
834,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
837,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
838,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
839,reasoning,Multiple domain table join,,R6,Reasoning quality: Only 26 chars (need >= 30)
840,reasoning,rlike() for boolean blind,,R6,Reasoning quality: Only 25 chars (need >= 30)
843,reasoning,rlike() for boolean blind,,R6,Reasoning quality: Only 25 chars (need >= 30)
846,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
847,reasoning,IF DROP for stacked queries,,R6,Reasoning quality: Only 27 chars (need >= 30)
848,reasoning,WHERE equality for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
849,reasoning,IF DROP for stacked queries,,R6,Reasoning quality: Only 27 chars (need >= 30)
850,reasoning,Multiple all_users table join,,R6,Reasoning quality: Only 29 chars (need >= 30)
851,reasoning,CAST for PostgreSQL blind,,R6,Reasoning quality: Only 25 chars (need >= 30)
853,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
854,reasoning,ORDER BY without full query,,R6,Reasoning quality: Only 27 chars (need >= 30)
855,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
856,reasoning,WHERE equality for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
858,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
861,reasoning,AND comparison for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
862,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
863,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
864,reasoning,Multiple all_users table join,,R6,Reasoning quality: Only 29 chars (need >= 30)
866,reasoning,elt() for boolean blind,,R6,Reasoning quality: Only 23 chars (need >= 30)
867,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
868,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
869,reasoning,Multiple all_users table join,,R6,Reasoning quality: Only 29 chars (need >= 30)
873,reasoning,WHERE equality for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
874,reasoning,Multiplication for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
875,reasoning,pg_sleep() for time blind,,R6,Reasoning quality: Only 25 chars (need >= 30)
877,reasoning,iif() for MSSQL boolean blind,,R6,Reasoning quality: Only 29 chars (need >= 30)
878,reasoning,WHERE equality for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
879,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
880,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
883,reasoning,SELECT without clear type,,R6,Reasoning quality: Only 25 chars (need >= 30)
884,reasoning,CONCAT for error extraction,,R6,Reasoning quality: Only 27 chars (need >= 30)
885,reasoning,Multiplication for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
888,reasoning,Multiple sysusers table join,,R6,Reasoning quality: Only 28 chars (need >= 30)
889,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
890,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
892,reasoning,WHERE equality for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
894,reasoning,make_set() for boolean blind,,R6,Reasoning quality: Only 28 chars (need >= 30)
895,reasoning,randomblob() for time blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
896,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
897,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
898,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
900,reasoning,Multiple domain table join,,R6,Reasoning quality: Only 26 chars (need >= 30)
901,reasoning,CASE WHEN for boolean blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
902,reasoning,ORDER BY without full query,,R6,Reasoning quality: Only 27 chars (need >= 30)
903,reasoning,rlike() for boolean blind,,R6,Reasoning quality: Only 25 chars (need >= 30)
904,reasoning,Multiple all_users table join,,R6,Reasoning quality: Only 29 chars (need >= 30)
905,reasoning,OR equality for blind,,R6,Reasoning quality: Only 21 chars (need >= 30)
906,reasoning,OR comparison for blind,,R6,Reasoning quality: Only 23 chars (need >= 30)
907,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
909,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
910,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
911,reasoning,Multiple domain table join,,R6,Reasoning quality: Only 26 chars (need >= 30)
912,reasoning,WHERE equality for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
914,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
915,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
916,reasoning,iif() for MSSQL boolean blind,,R6,Reasoning quality: Only 29 chars (need >= 30)
917,reasoning,randomblob() for time blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
918,reasoning,Multiple systables join,,R6,Reasoning quality: Only 23 chars (need >= 30)
920,reasoning,Multiplication for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
923,reasoning,SELECT IF for boolean blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
926,reasoning,pg_sleep() for time blind,,R6,Reasoning quality: Only 25 chars (need >= 30)
927,reasoning,OR comparison for blind,,R6,Reasoning quality: Only 23 chars (need >= 30)
928,reasoning,WHERE equality for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
929,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
930,reasoning,AND equality comparison,,R6,Reasoning quality: Only 23 chars (need >= 30)
932,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
933,reasoning,elt() for boolean blind,,R6,Reasoning quality: Only 23 chars (need >= 30)
934,reasoning,pg_sleep() for time blind,,R6,Reasoning quality: Only 25 chars (need >= 30)
935,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
937,reasoning,SELECT without full context,,R6,Reasoning quality: Only 27 chars (need >= 30)
938,reasoning,END keyword without context,,R6,Reasoning quality: Only 27 chars (need >= 30)
939,reasoning,ORDER BY without full query,,R6,Reasoning quality: Only 27 chars (need >= 30)
940,reasoning,OR comparison for blind,,R6,Reasoning quality: Only 23 chars (need >= 30)
941,reasoning,pg_sleep() for time blind,,R6,Reasoning quality: Only 25 chars (need >= 30)
942,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
943,reasoning,pg_sleep() for time blind,,R6,Reasoning quality: Only 25 chars (need >= 30)
944,reasoning,WHERE equality for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
947,reasoning,CASE WHEN for boolean blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
950,reasoning,CASE WHEN for boolean blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
953,reasoning,OR comparison for blind,,R6,Reasoning quality: Only 23 chars (need >= 30)
954,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
955,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
956,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
957,reasoning,rlike() for boolean blind,,R6,Reasoning quality: Only 25 chars (need >= 30)
958,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
960,reasoning,SELECT without full context,,R6,Reasoning quality: Only 27 chars (need >= 30)
961,reasoning,benchmark() for time blind,,R6,Reasoning quality: Only 26 chars (need >= 30)
962,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
963,reasoning,AND equality for blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
965,reasoning,Multiple sysusers table join,,R6,Reasoning quality: Only 28 chars (need >= 30)
966,reasoning,benchmark() for time blind,,R6,Reasoning quality: Only 26 chars (need >= 30)
967,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
968,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
969,reasoning,OR equality for blind,,R6,Reasoning quality: Only 21 chars (need >= 30)
970,reasoning,Multiple systables join,,R6,Reasoning quality: Only 23 chars (need >= 30)
971,reasoning,randomblob() for time blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
972,reasoning,elt() for boolean blind,,R6,Reasoning quality: Only 23 chars (need >= 30)
974,reasoning,benchmark() for time blind,,R6,Reasoning quality: Only 26 chars (need >= 30)
975,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
976,reasoning,SELECT IF for boolean blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
977,reasoning,randomblob() for time blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
978,reasoning,AND equality for blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
979,reasoning,benchmark() for time blind,,R6,Reasoning quality: Only 26 chars (need >= 30)
980,reasoning,Multiplication for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
981,reasoning,SELECT without full context,,R6,Reasoning quality: Only 27 chars (need >= 30)
982,reasoning,Multiplication for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
983,reasoning,CONCAT for error extraction,,R6,Reasoning quality: Only 27 chars (need >= 30)
986,reasoning,randomblob() for time blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
988,reasoning,Multiple all_users table join,,R6,Reasoning quality: Only 29 chars (need >= 30)
989,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
990,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
991,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
992,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
993,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
994,reasoning,elt() for boolean blind,,R6,Reasoning quality: Only 23 chars (need >= 30)
995,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
996,reasoning,CASE WHEN for boolean blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
997,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
1000,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
1001,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
1002,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
1003,reasoning,make_set() for boolean blind,,R6,Reasoning quality: Only 28 chars (need >= 30)
1006,reasoning,ORDER BY without full query,,R6,Reasoning quality: Only 27 chars (need >= 30)
1007,reasoning,OR equality for blind,,R6,Reasoning quality: Only 21 chars (need >= 30)
1008,reasoning,randomblob() for time blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
1009,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
1010,reasoning,pg_sleep() for time blind,,R6,Reasoning quality: Only 25 chars (need >= 30)
1012,reasoning,OR equality for blind,,R6,Reasoning quality: Only 21 chars (need >= 30)
1013,reasoning,randomblob() for time blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
1014,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
1015,reasoning,SELECT without clear type,,R6,Reasoning quality: Only 25 chars (need >= 30)
1016,reasoning,OR comparison for blind,,R6,Reasoning quality: Only 23 chars (need >= 30)
1018,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
1019,reasoning,benchmark() for time blind,,R6,Reasoning quality: Only 26 chars (need >= 30)
1020,reasoning,benchmark() for time blind,,R6,Reasoning quality: Only 26 chars (need >= 30)
1021,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
1023,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
1024,reasoning,CASE WHEN for boolean blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
1025,reasoning,pg_sleep() for time blind,,R6,Reasoning quality: Only 25 chars (need >= 30)
1026,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
1027,reasoning,elt() for boolean blind,,R6,Reasoning quality: Only 23 chars (need >= 30)
1028,reasoning,benchmark() for time blind,,R6,Reasoning quality: Only 26 chars (need >= 30)
1029,reasoning,OR equality for blind,,R6,Reasoning quality: Only 21 chars (need >= 30)
1030,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
1031,reasoning,OR comparison for blind,,R6,Reasoning quality: Only 23 chars (need >= 30)
1032,reasoning,Multiplication for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
1034,reasoning,benchmark() for time blind,,R6,Reasoning quality: Only 26 chars (need >= 30)
1035,reasoning,benchmark() for time blind,,R6,Reasoning quality: Only 26 chars (need >= 30)
1037,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
1039,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
1041,reasoning,WHERE equality for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
1042,reasoning,CONCAT for error extraction,,R6,Reasoning quality: Only 27 chars (need >= 30)
1043,reasoning,Multiplication for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
1046,reasoning,Multiplication for blind,,R6,Reasoning quality: Only 24 chars (need >= 30)
1047,reasoning,OR equality for blind,,R6,Reasoning quality: Only 21 chars (need >= 30)
1048,reasoning,Multiple sysusers table join,,R6,Reasoning quality: Only 28 chars (need >= 30)
1049,reasoning,CONVERT for MSSQL blind,,R6,Reasoning quality: Only 23 chars (need >= 30)
1050,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
1051,reasoning,ORDER BY without full query,,R6,Reasoning quality: Only 27 chars (need >= 30)
1052,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
1053,reasoning,CASE WHEN for boolean blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
1054,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
1056,reasoning,Multiple all_users table join,,R6,Reasoning quality: Only 29 chars (need >= 30)
1057,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
1058,reasoning,rlike() for boolean blind,,R6,Reasoning quality: Only 25 chars (need >= 30)
1062,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
1063,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
1069,reasoning,CONVERT for MSSQL blind,,R6,Reasoning quality: Only 23 chars (need >= 30)
1070,reasoning,AND equality for blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
1071,reasoning,OR equality for blind,,R6,Reasoning quality: Only 21 chars (need >= 30)
1072,reasoning,CASE WHEN for boolean blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
1073,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
1074,reasoning,OR equality for blind,,R6,Reasoning quality: Only 21 chars (need >= 30)
1075,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
1078,reasoning,benchmark() for time blind,,R6,Reasoning quality: Only 26 chars (need >= 30)
1081,reasoning,Multiple sysusers table join,,R6,Reasoning quality: Only 28 chars (need >= 30)
1082,reasoning,END keyword without context,,R6,Reasoning quality: Only 27 chars (need >= 30)
1083,reasoning,CASE WHEN for boolean blind,,R6,Reasoning quality: Only 27 chars (need >= 30)
1084,reasoning,UNION ALL for union-based,,R6,Reasoning quality: Only 25 chars (need >= 30)
1085,reasoning,rlike() for boolean blind,,R6,Reasoning quality: Only 25 chars (need >= 30)
1086,reasoning,IN with char for blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
1087,reasoning,Multiple domain table join,,R6,Reasoning quality: Only 26 chars (need >= 30)
1088,reasoning,benchmark() for time blind,,R6,Reasoning quality: Only 26 chars (need >= 30)
1089,reasoning,sleep() for time blind,,R6,Reasoning quality: Only 22 chars (need >= 30)
1091,reasoning,Multiple sysusers table join,,R6,Reasoning quality: Only 28 chars (need >= 30)
