sample_id,module_id,parent_sample_id,parent_module_level,payload_before_transform,payload_raw,payload_canonical,validation_payload_v4,transform_recipe_id,roundtrip_valid,structure_preserved,semantic_preserved,semantic_preservation_basis
Y3_R002_C05_S05,Y3_encoded_boolean,Y1_R002_C05_S05,Y1_basic_boolean,(38 <> 38) IS NOT FALSE,%2838%20%3C%3E%2038%29%20IS%20NOT%20FALSE,(38 <> 38) IS NOT FALSE,(38 <> 38) IS NOT FALSE,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C05_S06,Y3_encoded_boolean,Y2_R002_C05_S06,Y2_boolean_variation,(51 <> 51) IS NOT FALSE,%2851%20<>%2051%29%20IS%20NOT%20FALSE,(51 <> 51) IS NOT FALSE,(51 <> 51) IS NOT FALSE,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C06_S01,Y3_encoded_boolean,Y1_R002_C06_S01,Y1_basic_boolean,CASE WHEN (94 <> 14) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%2894%20%3C%3E%2014%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (94 <> 14) THEN TRUE ELSE FALSE END,CASE WHEN (94 <> 14) THEN TRUE ELSE FALSE END,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C06_S02,Y3_encoded_boolean,Y2_R002_C06_S02,Y2_boolean_variation,CASE WHEN (10 <> 27) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%2810%20<>%2027%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (10 <> 27) THEN TRUE ELSE FALSE END,CASE WHEN (10 <> 27) THEN TRUE ELSE FALSE END,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C06_S03,Y3_encoded_boolean,Y1_R002_C06_S03,Y1_basic_boolean,CASE WHEN (23 <> 40) THEN TRUE ELSE FALSE END,CASE%20WHEN%20(23%20%3C%3E%2040)%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (23 <> 40) THEN TRUE ELSE FALSE END,CASE WHEN (23 <> 40) THEN TRUE ELSE FALSE END,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C06_S04,Y3_encoded_boolean,Y1_R002_C06_S04,Y1_basic_boolean,CASE WHEN (36 <> 36) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%2836%20%3C%3E%2036%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (36 <> 36) THEN TRUE ELSE FALSE END,CASE WHEN (36 <> 36) THEN TRUE ELSE FALSE END,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C06_S05,Y3_encoded_boolean,Y2_R002_C06_S05,Y2_boolean_variation,CASE WHEN (49 <> 49) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%2849%20<>%2049%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (49 <> 49) THEN TRUE ELSE FALSE END,CASE WHEN (49 <> 49) THEN TRUE ELSE FALSE END,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C06_S06,Y3_encoded_boolean,Y1_R002_C06_S06,Y1_basic_boolean,CASE WHEN (62 <> 62) THEN TRUE ELSE FALSE END,CASE%20WHEN%20(62%20%3C%3E%2062)%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (62 <> 62) THEN TRUE ELSE FALSE END,CASE WHEN (62 <> 62) THEN TRUE ELSE FALSE END,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C07_S01,Y3_encoded_boolean,Y2_R002_C07_S01,Y2_boolean_variation,(8 <> 25) AND (59 = 59),%288%20<>%2025%29%20AND%20%2859%20=%2059%29,(8 <> 25) AND (59 = 59),(8 <> 25) AND (59 = 59),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C07_S02,Y3_encoded_boolean,Y1_R002_C07_S02,Y1_basic_boolean,(21 <> 38) AND (72 = 72),(21%20%3C%3E%2038)%20AND%20(72%20%3D%2072),(21 <> 38) AND (72 = 72),(21 <> 38) AND (72 = 72),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C07_S03,Y3_encoded_boolean,Y1_R002_C07_S03,Y1_basic_boolean,(34 <> 51) AND (85 = 85),%2834%20%3C%3E%2051%29%20AND%20%2885%20%3D%2085%29,(34 <> 51) AND (85 = 85),(34 <> 51) AND (85 = 85),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C07_S04,Y3_encoded_boolean,Y2_R002_C07_S04,Y2_boolean_variation,(47 <> 47) AND (1 = 1),%2847%20<>%2047%29%20AND%20%281%20=%201%29,(47 <> 47) AND (1 = 1),(47 <> 47) AND (1 = 1),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C07_S05,Y3_encoded_boolean,Y1_R002_C07_S05,Y1_basic_boolean,(60 <> 60) AND (14 = 14),(60%20%3C%3E%2060)%20AND%20(14%20%3D%2014),(60 <> 60) AND (14 = 14),(60 <> 60) AND (14 = 14),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C07_S06,Y3_encoded_boolean,Y1_R002_C07_S06,Y1_basic_boolean,(73 <> 73) AND (27 = 27),%2873%20%3C%3E%2073%29%20AND%20%2827%20%3D%2027%29,(73 <> 73) AND (27 = 27),(73 <> 73) AND (27 = 27),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C08_S01,Y3_encoded_boolean,Y1_R002_C08_S01,Y1_basic_boolean,(19 <> 36) OR (87 <> 87),(19%20%3C%3E%2036)%20OR%20(87%20%3C%3E%2087),(19 <> 36) OR (87 <> 87),(19 <> 36) OR (87 <> 87),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C08_S02,Y3_encoded_boolean,Y1_R002_C08_S02,Y1_basic_boolean,(32 <> 49) OR (3 <> 3),%2832%20%3C%3E%2049%29%20OR%20%283%20%3C%3E%203%29,(32 <> 49) OR (3 <> 3),(32 <> 49) OR (3 <> 3),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C08_S03,Y3_encoded_boolean,Y2_R002_C08_S03,Y2_boolean_variation,(45 <> 62) OR (16 <> 16),%2845%20<>%2062%29%20OR%20%2816%20<>%2016%29,(45 <> 62) OR (16 <> 16),(45 <> 62) OR (16 <> 16),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C08_S04,Y3_encoded_boolean,Y1_R002_C08_S04,Y1_basic_boolean,(58 <> 58) OR (29 <> 29),(58%20%3C%3E%2058)%20OR%20(29%20%3C%3E%2029),(58 <> 58) OR (29 <> 29),(58 <> 58) OR (29 <> 29),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C08_S05,Y3_encoded_boolean,Y1_R002_C08_S05,Y1_basic_boolean,(71 <> 71) OR (42 <> 42),%2871%20%3C%3E%2071%29%20OR%20%2842%20%3C%3E%2042%29,(71 <> 71) OR (42 <> 42),(71 <> 71) OR (42 <> 42),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C08_S06,Y3_encoded_boolean,Y2_R002_C08_S06,Y2_boolean_variation,(84 <> 84) OR (55 <> 55),%2884%20<>%2084%29%20OR%20%2855%20<>%2055%29,(84 <> 84) OR (55 <> 55),(84 <> 84) OR (55 <> 55),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C09_S01,Y3_encoded_boolean,Y1_R002_C09_S01,Y1_basic_boolean,((30 <> 47) = TRUE),%28%2830%20%3C%3E%2047%29%20%3D%20TRUE%29,((30 <> 47) = TRUE),((30 <> 47) = TRUE),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C09_S02,Y3_encoded_boolean,Y2_R002_C09_S02,Y2_boolean_variation,((43 <> 60) = TRUE),%28%2843%20<>%2060%29%20=%20TRUE%29,((43 <> 60) = TRUE),((43 <> 60) = TRUE),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C09_S03,Y3_encoded_boolean,Y1_R002_C09_S03,Y1_basic_boolean,((56 <> 73) = TRUE),((56%20%3C%3E%2073)%20%3D%20TRUE),((56 <> 73) = TRUE),((56 <> 73) = TRUE),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C09_S04,Y3_encoded_boolean,Y1_R002_C09_S04,Y1_basic_boolean,((69 <> 69) = TRUE),%28%2869%20%3C%3E%2069%29%20%3D%20TRUE%29,((69 <> 69) = TRUE),((69 <> 69) = TRUE),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C09_S05,Y3_encoded_boolean,Y2_R002_C09_S05,Y2_boolean_variation,((82 <> 82) = TRUE),%28%2882%20<>%2082%29%20=%20TRUE%29,((82 <> 82) = TRUE),((82 <> 82) = TRUE),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C09_S06,Y3_encoded_boolean,Y1_R002_C09_S06,Y1_basic_boolean,((95 <> 95) = TRUE),((95%20%3C%3E%2095)%20%3D%20TRUE),((95 <> 95) = TRUE),((95 <> 95) = TRUE),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C10_S01,Y3_encoded_boolean,Y2_R002_C10_S01,Y2_boolean_variation,"COALESCE((41 <> 58), FALSE)",COALESCE%28%2841%20<>%2058%29%2C%20FALSE%29,"COALESCE((41 <> 58), FALSE)","COALESCE((41 <> 58), FALSE)",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C10_S02,Y3_encoded_boolean,Y1_R002_C10_S02,Y1_basic_boolean,"COALESCE((54 <> 71), FALSE)","COALESCE((54%20%3C%3E%2071),%20FALSE)","COALESCE((54 <> 71), FALSE)","COALESCE((54 <> 71), FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C10_S03,Y3_encoded_boolean,Y1_R002_C10_S03,Y1_basic_boolean,"COALESCE((67 <> 84), FALSE)",COALESCE%28%2867%20%3C%3E%2084%29%2C%20FALSE%29,"COALESCE((67 <> 84), FALSE)","COALESCE((67 <> 84), FALSE)",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C10_S04,Y3_encoded_boolean,Y2_R002_C10_S04,Y2_boolean_variation,"COALESCE((80 <> 80), FALSE)",COALESCE%28%2880%20<>%2080%29%2C%20FALSE%29,"COALESCE((80 <> 80), FALSE)","COALESCE((80 <> 80), FALSE)",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C10_S05,Y3_encoded_boolean,Y1_R002_C10_S05,Y1_basic_boolean,"COALESCE((93 <> 93), FALSE)","COALESCE((93%20%3C%3E%2093),%20FALSE)","COALESCE((93 <> 93), FALSE)","COALESCE((93 <> 93), FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R002_C10_S06,Y3_encoded_boolean,Y1_R002_C10_S06,Y1_basic_boolean,"COALESCE((9 <> 9), FALSE)",COALESCE%28%289%20%3C%3E%209%29%2C%20FALSE%29,"COALESCE((9 <> 9), FALSE)","COALESCE((9 <> 9), FALSE)",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C01_S01,Y3_encoded_boolean,Y1_R003_C01_S01,Y1_basic_boolean,63 > 46,63%20%3E%2046,63 > 46,63 > 46,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C01_S02,Y3_encoded_boolean,Y1_R003_C01_S02,Y1_basic_boolean,76 > 59,76%20%3E%2059,76 > 59,76 > 59,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C01_S03,Y3_encoded_boolean,Y2_R003_C01_S03,Y2_boolean_variation,89 > 72,89%20>%2072,89 > 72,89 > 72,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C01_S04,Y3_encoded_boolean,Y1_R003_C01_S04,Y1_basic_boolean,5 > 6,5%20%3E%206,5 > 6,5 > 6,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C01_S05,Y3_encoded_boolean,Y1_R003_C01_S05,Y1_basic_boolean,18 > 19,18%20%3E%2019,18 > 19,18 > 19,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C01_S06,Y3_encoded_boolean,Y2_R003_C01_S06,Y2_boolean_variation,31 > 32,31%20>%2032,31 > 32,31 > 32,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C02_S01,Y3_encoded_boolean,Y1_R003_C02_S01,Y1_basic_boolean,(74 > 57),%2874%20%3E%2057%29,(74 > 57),(74 > 57),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C02_S02,Y3_encoded_boolean,Y2_R003_C02_S02,Y2_boolean_variation,(87 > 70),%2887%20>%2070%29,(87 > 70),(87 > 70),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C02_S03,Y3_encoded_boolean,Y1_R003_C02_S03,Y1_basic_boolean,(3 > 83),(3%20%3E%2083),(3 > 83),(3 > 83),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C02_S04,Y3_encoded_boolean,Y1_R003_C02_S04,Y1_basic_boolean,(16 > 17),%2816%20%3E%2017%29,(16 > 17),(16 > 17),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C02_S05,Y3_encoded_boolean,Y2_R003_C02_S05,Y2_boolean_variation,(29 > 30),%2829%20>%2030%29,(29 > 30),(29 > 30),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C02_S06,Y3_encoded_boolean,Y1_R003_C02_S06,Y1_basic_boolean,(42 > 43),(42%20%3E%2043),(42 > 43),(42 > 43),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C03_S01,Y3_encoded_boolean,Y2_R003_C03_S01,Y2_boolean_variation,NOT (85 > 86),NOT%20%2885%20>%2086%29,NOT (85 > 86),NOT (85 > 86),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C03_S02,Y3_encoded_boolean,Y1_R003_C03_S02,Y1_basic_boolean,NOT (1 > 2),NOT%20(1%20%3E%202),NOT (1 > 2),NOT (1 > 2),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C03_S03,Y3_encoded_boolean,Y1_R003_C03_S03,Y1_basic_boolean,NOT (14 > 15),NOT%20%2814%20%3E%2015%29,NOT (14 > 15),NOT (14 > 15),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C03_S04,Y3_encoded_boolean,Y2_R003_C03_S04,Y2_boolean_variation,NOT (27 > 10),NOT%20%2827%20>%2010%29,NOT (27 > 10),NOT (27 > 10),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C03_S05,Y3_encoded_boolean,Y1_R003_C03_S05,Y1_basic_boolean,NOT (40 > 23),NOT%20(40%20%3E%2023),NOT (40 > 23),NOT (40 > 23),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C03_S06,Y3_encoded_boolean,Y1_R003_C03_S06,Y1_basic_boolean,NOT (53 > 36),NOT%20%2853%20%3E%2036%29,NOT (53 > 36),NOT (53 > 36),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C04_S01,Y3_encoded_boolean,Y1_R003_C04_S01,Y1_basic_boolean,(96 > 79) IS TRUE,(96%20%3E%2079)%20IS%20TRUE,(96 > 79) IS TRUE,(96 > 79) IS TRUE,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C04_S02,Y3_encoded_boolean,Y1_R003_C04_S02,Y1_basic_boolean,(12 > 92) IS TRUE,%2812%20%3E%2092%29%20IS%20TRUE,(12 > 92) IS TRUE,(12 > 92) IS TRUE,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C04_S03,Y3_encoded_boolean,Y2_R003_C04_S03,Y2_boolean_variation,(25 > 8) IS TRUE,%2825%20>%208%29%20IS%20TRUE,(25 > 8) IS TRUE,(25 > 8) IS TRUE,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C04_S04,Y3_encoded_boolean,Y1_R003_C04_S04,Y1_basic_boolean,(38 > 39) IS TRUE,(38%20%3E%2039)%20IS%20TRUE,(38 > 39) IS TRUE,(38 > 39) IS TRUE,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C04_S05,Y3_encoded_boolean,Y1_R003_C04_S05,Y1_basic_boolean,(51 > 52) IS TRUE,%2851%20%3E%2052%29%20IS%20TRUE,(51 > 52) IS TRUE,(51 > 52) IS TRUE,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C04_S06,Y3_encoded_boolean,Y2_R003_C04_S06,Y2_boolean_variation,(64 > 65) IS TRUE,%2864%20>%2065%29%20IS%20TRUE,(64 > 65) IS TRUE,(64 > 65) IS TRUE,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C05_S01,Y3_encoded_boolean,Y1_R003_C05_S01,Y1_basic_boolean,(10 > 90) IS NOT FALSE,%2810%20%3E%2090%29%20IS%20NOT%20FALSE,(10 > 90) IS NOT FALSE,(10 > 90) IS NOT FALSE,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C05_S02,Y3_encoded_boolean,Y2_R003_C05_S02,Y2_boolean_variation,(23 > 6) IS NOT FALSE,%2823%20>%206%29%20IS%20NOT%20FALSE,(23 > 6) IS NOT FALSE,(23 > 6) IS NOT FALSE,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C05_S03,Y3_encoded_boolean,Y1_R003_C05_S03,Y1_basic_boolean,(36 > 19) IS NOT FALSE,(36%20%3E%2019)%20IS%20NOT%20FALSE,(36 > 19) IS NOT FALSE,(36 > 19) IS NOT FALSE,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C05_S04,Y3_encoded_boolean,Y1_R003_C05_S04,Y1_basic_boolean,(49 > 50) IS NOT FALSE,%2849%20%3E%2050%29%20IS%20NOT%20FALSE,(49 > 50) IS NOT FALSE,(49 > 50) IS NOT FALSE,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C05_S05,Y3_encoded_boolean,Y2_R003_C05_S05,Y2_boolean_variation,(62 > 63) IS NOT FALSE,%2862%20>%2063%29%20IS%20NOT%20FALSE,(62 > 63) IS NOT FALSE,(62 > 63) IS NOT FALSE,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C05_S06,Y3_encoded_boolean,Y1_R003_C05_S06,Y1_basic_boolean,(75 > 76) IS NOT FALSE,(75%20%3E%2076)%20IS%20NOT%20FALSE,(75 > 76) IS NOT FALSE,(75 > 76) IS NOT FALSE,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C06_S01,Y3_encoded_boolean,Y2_R003_C06_S01,Y2_boolean_variation,CASE WHEN (21 > 4) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%2821%20>%204%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (21 > 4) THEN TRUE ELSE FALSE END,CASE WHEN (21 > 4) THEN TRUE ELSE FALSE END,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C06_S02,Y3_encoded_boolean,Y1_R003_C06_S02,Y1_basic_boolean,CASE WHEN (34 > 17) THEN TRUE ELSE FALSE END,CASE%20WHEN%20(34%20%3E%2017)%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (34 > 17) THEN TRUE ELSE FALSE END,CASE WHEN (34 > 17) THEN TRUE ELSE FALSE END,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C06_S03,Y3_encoded_boolean,Y1_R003_C06_S03,Y1_basic_boolean,CASE WHEN (47 > 30) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%2847%20%3E%2030%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (47 > 30) THEN TRUE ELSE FALSE END,CASE WHEN (47 > 30) THEN TRUE ELSE FALSE END,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C06_S04,Y3_encoded_boolean,Y2_R003_C06_S04,Y2_boolean_variation,CASE WHEN (60 > 61) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%2860%20>%2061%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (60 > 61) THEN TRUE ELSE FALSE END,CASE WHEN (60 > 61) THEN TRUE ELSE FALSE END,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C06_S05,Y3_encoded_boolean,Y1_R003_C06_S05,Y1_basic_boolean,CASE WHEN (73 > 74) THEN TRUE ELSE FALSE END,CASE%20WHEN%20(73%20%3E%2074)%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (73 > 74) THEN TRUE ELSE FALSE END,CASE WHEN (73 > 74) THEN TRUE ELSE FALSE END,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C06_S06,Y3_encoded_boolean,Y1_R003_C06_S06,Y1_basic_boolean,CASE WHEN (86 > 87) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%2886%20%3E%2087%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (86 > 87) THEN TRUE ELSE FALSE END,CASE WHEN (86 > 87) THEN TRUE ELSE FALSE END,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C07_S01,Y3_encoded_boolean,Y1_R003_C07_S01,Y1_basic_boolean,(32 > 15) AND (66 = 66),(32%20%3E%2015)%20AND%20(66%20%3D%2066),(32 > 15) AND (66 = 66),(32 > 15) AND (66 = 66),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C07_S02,Y3_encoded_boolean,Y1_R003_C07_S02,Y1_basic_boolean,(45 > 28) AND (79 = 79),%2845%20%3E%2028%29%20AND%20%2879%20%3D%2079%29,(45 > 28) AND (79 = 79),(45 > 28) AND (79 = 79),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C07_S03,Y3_encoded_boolean,Y2_R003_C07_S03,Y2_boolean_variation,(58 > 41) AND (92 = 92),%2858%20>%2041%29%20AND%20%2892%20=%2092%29,(58 > 41) AND (92 = 92),(58 > 41) AND (92 = 92),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C07_S04,Y3_encoded_boolean,Y1_R003_C07_S04,Y1_basic_boolean,(71 > 72) AND (8 = 8),(71%20%3E%2072)%20AND%20(8%20%3D%208),(71 > 72) AND (8 = 8),(71 > 72) AND (8 = 8),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C07_S05,Y3_encoded_boolean,Y1_R003_C07_S05,Y1_basic_boolean,(84 > 85) AND (21 = 21),%2884%20%3E%2085%29%20AND%20%2821%20%3D%2021%29,(84 > 85) AND (21 = 21),(84 > 85) AND (21 = 21),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C07_S06,Y3_encoded_boolean,Y2_R003_C07_S06,Y2_boolean_variation,(97 > 98) AND (34 = 34),%2897%20>%2098%29%20AND%20%2834%20=%2034%29,(97 > 98) AND (34 = 34),(97 > 98) AND (34 = 34),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C08_S01,Y3_encoded_boolean,Y1_R003_C08_S01,Y1_basic_boolean,(43 > 26) OR (94 <> 94),%2843%20%3E%2026%29%20OR%20%2894%20%3C%3E%2094%29,(43 > 26) OR (94 <> 94),(43 > 26) OR (94 <> 94),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C08_S02,Y3_encoded_boolean,Y2_R003_C08_S02,Y2_boolean_variation,(56 > 39) OR (10 <> 10),%2856%20>%2039%29%20OR%20%2810%20<>%2010%29,(56 > 39) OR (10 <> 10),(56 > 39) OR (10 <> 10),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C08_S03,Y3_encoded_boolean,Y1_R003_C08_S03,Y1_basic_boolean,(69 > 52) OR (23 <> 23),(69%20%3E%2052)%20OR%20(23%20%3C%3E%2023),(69 > 52) OR (23 <> 23),(69 > 52) OR (23 <> 23),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C08_S04,Y3_encoded_boolean,Y1_R003_C08_S04,Y1_basic_boolean,(82 > 83) OR (36 <> 36),%2882%20%3E%2083%29%20OR%20%2836%20%3C%3E%2036%29,(82 > 83) OR (36 <> 36),(82 > 83) OR (36 <> 36),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C08_S05,Y3_encoded_boolean,Y2_R003_C08_S05,Y2_boolean_variation,(95 > 96) OR (49 <> 49),%2895%20>%2096%29%20OR%20%2849%20<>%2049%29,(95 > 96) OR (49 <> 49),(95 > 96) OR (49 <> 49),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C08_S06,Y3_encoded_boolean,Y1_R003_C08_S06,Y1_basic_boolean,(11 > 12) OR (62 <> 62),(11%20%3E%2012)%20OR%20(62%20%3C%3E%2062),(11 > 12) OR (62 <> 62),(11 > 12) OR (62 <> 62),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R003_C09_S01,Y3_encoded_boolean,Y2_R003_C09_S01,Y2_boolean_variation,((54 > 37) = TRUE),%28%2854%20>%2037%29%20=%20TRUE%29,((54 > 37) = TRUE),((54 > 37) = TRUE),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
